id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
1416,Evita,6684,3.14,"['History', 'Drama', 'Music']",https://www.imdb.com/title/tt0116250,https://www.themoviedb.org/movie/8818,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",1996,PG,135 minutes,"['English', 'Español']",['Alan Parker'],"['Madonna', 'Antonio Banderas', 'Jonathan Pryce', 'Jimmy Nail', 'Victoria Sus', 'Julian Littman', 'Olga Merediz', 'Laura Pallas', 'Julia Worsley', 'María Luján Hidalgo', 'Servando Villamil', 'Andrea Corr', 'Alan Parker', 'Adrià Collado', 'Gary Brooker', 'Maite Yerro', 'Mark Ryan', 'Peter Polycarpou', 'Billie Piper']",https://image.tmdb.org/t/p/original/aZtinn0RhlDMYQU0jlotEzJ3tJc.jpg
1417,The Portrait of a Lady,839,3.11,"['Drama', 'Romance']",https://www.imdb.com/title/tt0117364,https://www.themoviedb.org/movie/36758,"Ms. Isabel Archer isn't afraid to challenge societal norms. Impressed by her free spirit, her kindhearted cousin writes her into his fatally ill father's will. Suddenly rich and independent, Isabelle ventures into the world, along the way befriending a cynical intellectual and romancing an art enthusiast. However, the advantage of her affluence is called into question when she realizes the extent to which her money colors her relationships.",1996,PG-13,144 minutes,"['Italiano', 'English']",['Jane Campion'],"['Nicole Kidman', 'John Malkovich', 'Barbara Hershey', 'Mary-Louise Parker', 'Christian Bale', 'Shelley Winters', 'Richard E. Grant', 'Shelley Duvall', 'John Gielgud', 'Viggo Mortensen', 'Martin Donovan', 'Roger Ashton-Griffiths', 'Catherine Zago', 'Alessandra Vanzi', 'Valentina Cervi', 'Pat Roach', 'Amy Lindsay', 'Katherine Anne Porter', 'Eddy Seager', 'Emanuele Carucci Viterbi', 'Francesca Bartellini', 'Achille Brugnini']",https://image.tmdb.org/t/p/original/pFvZvpe7dLFLBP39QONWnT7Fctq.jpg
1418,,,,[],,,,,,,,,,
1419,Walkabout,1688,3.85,"['Adventure', 'Drama']",https://www.imdb.com/title/tt0067959,https://www.themoviedb.org/movie/36040,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",1971,PG,95 minutes,['English'],['Nicolas Roeg'],"['Jenny Agutter', 'Luc Roeg', 'David Gulpilil', 'John Meillon', 'Robert McDarra', 'Peter Carver', 'John Illingsworth', 'Hilary Bamberger', 'Barry Donnelly', 'Noeline Brown', 'Carlo Manchini']",https://image.tmdb.org/t/p/original/nVwpCNwMsg7WZSOlw6IJOamv99r.jpg
1420,Message to Love - The Isle of Wight Festival,93,3.65,"['Music', 'Documentary']",https://www.imdb.com/title/tt0117028,https://www.themoviedb.org/movie/74239,"In August 1970, 600,000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music, they also got a look at the greed, cynicism and corruption that would plague the music industry for years to come. They also witnessed the final, drugged out performance of Jimi Hendrix in England just two weeks before he would meet a tragic death. When it all was over, the fans view of rock and roll was never the same.",1996,,127 minutes,['English'],['Murray Lerner'],"['Jimi Hendrix', 'Paul Rodgers', 'John Sebastian', 'Donovan', 'Graeme Edge', 'Kris Kristofferson', 'Joni Mitchell', 'Miles Davis', 'Leonard Cohen', 'Keith Emerson', 'Greg Lake', 'Carl Palmer', 'Joan Baez', 'Tiny Tim', 'Ian Anderson', 'Alvin Lee', 'Chick Churchill', 'Leo Lyons', 'Ric Lee', 'John Wilson']",https://image.tmdb.org/t/p/original/v5aHmQvWYP9TfEEFe1A7Y5zSlSn.jpg
1421,Grateful Dead (1995),210,3.06,[],https://www.imdb.com/title/tt0113212,,,1996,,,['English'],['Paul McCartney'],[''],
1422,Murder at 1600,3404,3.09,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",https://www.imdb.com/title/tt0119731,https://www.themoviedb.org/movie/9415,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.",1997,R,107 minutes,['English'],['Dwight H. Little'],"['Wesley Snipes', 'Diane Lane', 'Daniel Benzali', 'Dennis Miller', 'Alan Alda', 'Ronny Cox', 'Tate Donovan', 'Tom Wright', 'Harris Yulin', 'Diane Baker', 'Nicholas Pryor', 'Charles Rocket', 'Nigel Bennett', 'Tamara Gorski', ""Douglas O'Keeffe"", 'Tony Nappo', 'Mary Moore', 'George R. Robertson', 'Ho Chow', 'James Millington', 'John Bourgeois', 'Peter James Haworth', 'David Gardner', 'Cliff McMullen', 'Keith Williams', 'Grace Armas', 'David Fraser', 'George Sperdakos', 'Sandra Caldwell', 'Frank Moore', 'Richard Blackburn', 'James Gallanders', 'Victor Ertmanis', 'Richard Fitzpatrick', 'Michael Ricupero', 'Chris Gillett', 'J. Craig Sandy', 'Robert Bidaman', 'Carol Anderson', 'Christopher Kennedy', 'Michael Kinney', 'Mike Hambrick', 'Jackie Bensen', 'Maureen Bunyan', 'Kathryn Klvana', 'Dan Duran', 'Sheldon Turcott', 'Sandi Stahlbrand', 'Tom Urich', 'Tino Monte', 'Raven Dauda', 'Michael Dyson', 'Aron Tager', 'Doris E. McMillon', 'Lewis Grenville', 'Mo Kelso', 'Junior Williams', 'Howard Hoover', 'Bryan Renfro', 'Markus Parilo', 'Leigh Bianco', 'Len Wagner', 'Peter Ellery', 'Ray Paisley', 'Brian King', 'Donald Jones', 'Marco Bianco', 'Matt Birman', 'Eric Bryson', 'Walter Masko', 'Branko Racki', 'Mike Chute', 'Anton Tyukodi', 'Michael G. Brown', 'Steve Lucescu']",https://image.tmdb.org/t/p/original/xgZyXaixTJERkUVqLHdhARga4zo.jpg
1423,Hearts & Minds,191,3.83,"['Drama', 'Thriller', 'Documentary', 'Romance']",https://www.imdb.com/title/tt0116506,https://www.themoviedb.org/movie/55146,"In the final days of the pro-apartheid government, bigoted policeman and assassin Andries Fourie is assigned an undercover job. His task is to pose as a political progressive to infiltrate the African National Congress and assassinate one of the party’s leaders.",1995,,113 minutes,['English'],['Ralph Ziman'],"['Danny Keogh', 'Patrick Shai', 'Septula Sebogodi', 'Ernest Ndhlovu', ""Brian O'Shaughnessy"", 'Dick Reineke', 'Nicole Liebenberg', 'Cosmos Tshabalala', 'Bruce Mvecane', 'Mpho Matsopola', 'Robin Smith', 'Martin Le Maitre', 'Trudie Taljaard', 'Lillian Dube', 'Jerry Mofokeng', 'Nicky Rebelo', 'Hector Rabotabi', 'Norman Coombes', ""Mabutho 'Kid' Sithole"", 'Mees Xteen']",
1424,Inside,32,2.91,"['Crime', 'Drama', 'TV Movie']",https://www.imdb.com/title/tt0116640,https://www.themoviedb.org/movie/303693,"A South African political prisoner is tortured to obtain information on apartheid conspirators. Ten years later, the head officer in charge of the questioning is similarly held as prisoner and questioned about his past offenses.",1996,,94 minutes,"['English', 'Deutsch']",['Arthur Penn'],"['Nigel Hawthorne', 'Eric Stoltz', 'Louis Gossett Jr.', 'Ian Roberts', 'Louis Van Niekerk', 'Janine Eser', 'Jerry Mofokeng', 'Patrick Shai', 'Ross Preller', 'Joshua Lindberg', 'Desmond Dube', 'Duma Tsepane', 'Gary Coppin', 'Themba Ndaba', 'Mandy Gulwa', 'Seldom Ngwenia', 'Sizwe Nyembe']",
1425,Fierce Creatures,2355,3.21,"['Comedy', 'Romance']",https://www.imdb.com/title/tt0119115,https://www.themoviedb.org/movie/12145,"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",1997,PG-13,93 minutes,['English'],['Robert Young'],"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin', 'Robert Lindsay', 'Ronnie Corbett', 'Carey Lowell', 'Bille Brown', 'Derek Griffiths', 'Cynthia Cleese', 'Richard Ridings', 'Maria Aitken', 'Lisa Hogan', 'Georgia Reece', 'Jack Davenport', 'Tim Potter', 'Ron Donachie', 'Amanda Walker', 'Paul Haigh', 'Grahame Wood', 'Tom Georgeson', 'Jenny Galloway', 'Kim Vithana', 'Julie Saunders', 'Susie Blake', 'Jennie Goossens', 'Kate Harper', 'Kate Alderton', 'Michael Percival']",https://image.tmdb.org/t/p/original/pS0XZuNd7ciH5oDR1xfmAUDnTev.jpg
1426,Zeus & Roxanne,271,2.64,"['Adventure', 'Comedy', 'Family', 'Romance']",https://www.imdb.com/title/tt0120550,https://www.themoviedb.org/movie/42424,"Mary Beth is a marine biologist that gets annoyed when a dog called Zeus stows aboard her research boat. Nevertheless she is intrigued when the intrusive canine makes best-friends with her captive dolphin, Roxanne. She falls in love with Zeus's owner, Terry, a musician who rides a bike.",1997,PG,98 minutes,['English'],['George T. Miller'],"['Steve Guttenberg', 'Kathleen Quinlan', 'Arnold Vosloo', 'Dawn McMillan', 'Jessica Howell', 'Duchess Tomasello', 'Shannon K. Foley', 'Jim R. Coleman', 'Alvin Farmer', 'Justin Humphrey', 'Majandra Delfino', 'Miko Hughes']",https://image.tmdb.org/t/p/original/67rDbJBnh5BxrjNvgx51jIEJgpo.jpg
1427,Turbulence,857,2.6,"['Action', 'Thriller', 'Crime']",https://www.imdb.com/title/tt0120390,https://www.themoviedb.org/movie/34314,"On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.",1997,R,100 minutes,['English'],['Robert Butler'],"['Ray Liotta', 'Lauren Holly', 'Brendan Gleeson', 'Hector Elizondo', 'Rachel Ticotin', 'Ben Cross', 'Catherine Hicks', 'Jeffrey DeMunn', 'John Finn', 'Heidi Kling', 'J. Kenneth Campbell', 'James MacDonald', 'Grand L. Bush', 'Michael Harney', 'Don Dowe', 'Gordy Owens', 'Richard Hoyt-Miller', 'Michael Francis Kelly', 'Alan Bergmann', 'Danna Hansen', 'R.J. Knoll', 'Sondra Spriggs', 'Garrett M. Brown', 'Darryl Theirse', 'Fritz Mashimo', 'Tom Todoroff', 'Jeffrey Joseph', 'Dennis Redfield', 'Malachy McCourt', 'Gary Rodriguez', 'William H. Burton Jr.', 'Callie Thorne', 'John Elsen', 'Bill Cross', 'Tannis Benedict', 'Scott Gurney', 'Cooper Huckabee', ""Kevin O'Rourke"", 'Scott Lawrence', 'Lara Bierner', 'Paxton Culpepper', 'Charles Gemmill', 'Paxton Culpepper', 'Billy Malone', 'George Cheung']",https://image.tmdb.org/t/p/original/pkL5Irj4WYU27jziUSgwl1d7d0D.jpg
1428,Angel Baby,335,3.41,"['Drama', 'Romance']",https://www.imdb.com/title/tt0112362,https://www.themoviedb.org/movie/2892,Two schizophrenics meet during therapy and fall in love. Unfortunately they are on a road to nowhere...,1995,R,105 minutes,['English'],['Michael Rymer'],"['John Lynch', 'Jacqueline McKenzie', 'Colin Friels', 'Deborra-Lee Furness', 'Geoff Brooks', 'Humphrey Bower', 'Alex Pinder', 'Robyn Nevin', 'David Argue', 'Jane Menelaus', 'Samuel Johnson', 'Robert Morgan']",https://image.tmdb.org/t/p/original/yVfUZF0bLbCPRcEgtQ7DRrjf8zU.jpg
1429,Police Story 4: First Strike,3986,3.29,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0116704,https://www.themoviedb.org/movie/9404,"Hong Kong cop Chan Ka-Kui returns, working with Interpol to track down and arrest an illegal weapons dealer. Chan later realizes that things are not as simple as they appear and soon finds himself to be a pawn of an organization posing as Russian intelligence.",1996,PG-13,107 minutes,"['English', 'Pусский', 'Український', '普通话', '广州话 / 廣州話']",['Stanley Tong'],"['Jackie Chan', 'Bill Tung', 'Jackson Liu', 'Annie Wu', 'Ailen Sit Chun-Wai', 'Yuri Petrov', 'Nonna Grishaeva', 'John Eaves', 'Terry Woo', 'Kristopher Kazmarek', 'Ken Lo', 'Elaine George', 'Rocky Lai Keung-Kun', 'Chan Man-Ching', 'Chan Wai-To', 'Nathan Jones', 'Esmond Ren Yi-Wan', 'Steve Morris', 'George Cheung', 'Dana Lee', 'William Duen Wai-Lun']",https://image.tmdb.org/t/p/original/gYLSKuxOOmUGu0fZvErHz2FkZGl.jpg
1430,Underworld,228,3.19,"['Drama', 'Action', 'Comedy', 'Thriller']",https://www.imdb.com/title/tt0120414,https://www.themoviedb.org/movie/85242,"A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown goes after Frank, one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist to make sure he's got the right man.",1996,R,95 minutes,['English'],['Roger Christian'],"['Denis Leary', 'Joe Mantegna', 'Annabella Sciorra', 'Larry Bishop', 'Abe Vigoda', 'Traci Lords', 'Robert Costanzo', 'Jimmie F. Skaggs', 'James Tolkan', 'Heidi Schanz', 'Cristi Conaway', 'Angela Jones', 'Michael David Simms', 'Amy Moon']",https://image.tmdb.org/t/p/original/fXC6NXYePNfizKSTdqL09wRvxPi.jpg
1431,Beverly Hills Ninja,3818,2.58,"['Comedy', 'Action']",https://www.imdb.com/title/tt0118708,https://www.themoviedb.org/movie/9622,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",1997,PG-13,88 minutes,['English'],['Dennis Dugan'],"['Chris Farley', 'Nicollette Sheridan', 'Robin Shou', 'Nathaniel Parker', 'Chris Rock', 'Soon-Tek Oh', 'Keith Cooke', 'François Chau', 'Dale Ishimoto', 'Daming Chen', 'Burt Bulos', 'Tom Bailey', 'Jason Tobin', 'Richard Kline', 'Curtis Blanck', 'Kevin Farley', 'John Farley', 'Nathan Jung', 'Will Sasso', 'Anna Mathias', 'Gerry Del Sol', 'Cynthia Allison', 'Francesca Cappucci', 'Hideo Kimura', 'Saachiko', 'James Laing', 'Robbie Thibaut Jr.', 'Michael Cardenas', 'Brett Golov', 'Joe Decker', 'Charles Dugan', 'Jason Davis', 'Alexandra Stabler', 'Nicolas Stabler', 'Tania L. Pearson', 'Lisa C. Boltauzer', 'Nancy Howard', 'Conrad Goode', 'Brian Hayes Currie', 'Caesar Luisi', 'Rick Miller', 'Eric C. Charmelo', 'Sarah Pierse', 'Patrick Breen', 'Susan A. Burig', 'Billy Connolly', 'Jenny Inge Devaney', 'Johnny Kim', 'Justin Mercado', 'Ryan Ryusaki', 'Steve Terada', 'Oliver Theess', 'Doug Tochioka']",https://image.tmdb.org/t/p/original/dV8yd5jTiukWEPWfWDjBTn1lYQq.jpg
1432,Metro,1535,2.86,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",https://www.imdb.com/title/tt0119664,https://www.themoviedb.org/movie/8860,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.",1997,R,117 minutes,['English'],['Thomas Carter'],"['Eddie Murphy', 'Kim Miyori', 'Art Evans', 'James Carpenter', 'Michael Rapaport', 'Donal Logue', 'Jeni Chua', 'Dick Bright', 'David Michael Silverman', 'Denis Arndt', 'Carmen Ejogo', 'Nino Degennaro', 'Michael Wincott', 'Val Diamond', 'Charleston Pierce', 'Paul Ben-Victor', 'Will Marchetti', 'Trevor Denman', 'Corie Henninger', 'Nellie Cravens', 'Danny Teal', 'Karen Kahn', 'Jeff Mosley', 'Ralph Peduto', 'James Cunningham', 'C.W. Morgan', 'Nick Scoggin', 'Ia Villatuya']",https://image.tmdb.org/t/p/original/i21CwiP4K1lEdactj7UyDBNkoVZ.jpg
1433,The Machine,71,2.2,"['Horror', 'Thriller', 'Science Fiction']",https://www.imdb.com/title/tt0110425,https://www.themoviedb.org/movie/197537,"This deftly made French psychological thriller terrifies with its exploration of an experiment gone horribly wrong. Dr. Marc Lacroix, a psychiatrist specializing in brain functions, is obsessed with the link between mind and spirit. To find his link he studies the criminally insane. He builds a secret machine, known only to his mistress Marianne, in which he hopes to exchange minds between humans. He simultaneously wants to help the mentally ill recover, and he wants to experience their madness. He chooses the psychotic killer, Zyto, a man who stabbed at least three women, for his experiment. The initial experiment is successful and the two exchange minds. But trouble ensues when Zyto refuses to reverse the switch. There is little Marc can do when Zyto takes over Marc's life, and more ominously his wife and child whom are unknowingly in mortal danger. Marc, encased in Zyto's body, is returned to the asylum. Will Marc's wife recognize the danger? Will Zyto kill again?",1994,,96 minutes,['Français'],['François Dupeyron'],"['Gérard Depardieu', 'Nathalie Baye', 'Didier Bourdon', 'Natalia Wörner', 'Julie Depardieu', 'Claude Berri', 'Erwan Baynaud', 'Marc Andréoni', 'Alain Azerot', 'Wilfred Benaïche', 'Christian Bujeau', 'Patty Hannock', 'Arsène Jiroyan', 'Christian Ruché']",https://image.tmdb.org/t/p/original/3AeRHu71uV784GCVvwSzELtpS4c.jpg
1434,"Stranger, The (1994)",70,3.07,[],https://www.imdb.com/title/tt0123281,,,1994,,,['English'],['Christopher C. Frieri'],"['Carla Anderson', 'Alan Apple', 'Robert Clayton', 'Mark Fucile']",
1435,,,,[],,,,,,,,,,
1436,Falling in Love Again,75,2.99,"['Drama', 'Romance']",https://www.imdb.com/title/tt0080714,https://www.themoviedb.org/movie/66597,"Harry and Sue Lewis met in the 40s as teenagers living in the Bronx. He was an aspiring architect, she was the most beautiful girl in school, and both had a fondness for bran muffins. They fell in love, got married, moved to Los Angeles, and had two kids. While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple. Will they see in the Bronx what they expected? Will the good memories from their past help rekindle their fading love? Is it too late to dream?",1980,PG,103 minutes,['English'],['Steven Paul'],"['Elliott Gould', 'Susannah York', 'Kaye Ballard', 'Stuart Paul', 'Michelle Pfeiffer', 'Robert Hackman', 'Herbert Rudley', 'Marian McCargo', 'Steven Paul', 'Tallie Cochrane', 'Patrick Wright', 'Bonnie Paul', ""Tony O'Dell"", 'Ben Frank', 'John Diehl']",https://image.tmdb.org/t/p/original/eLFz5ZKIPZlvPWyxbGtsSRZwS4a.jpg
1437,The Cement Garden,371,3.65,['Drama'],https://www.imdb.com/title/tt0106535,https://www.themoviedb.org/movie/14832,"After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.",1993,,105 minutes,['English'],['Andrew Birkin'],"['Andrew Robertson', 'Charlotte Gainsbourg', 'Alice Coulthard', 'Ned Birkin', 'Sinéad Cusack', 'Hanns Zischler', 'Jochen Horst', 'Gareth Brown', 'William Hootkins', 'Dick Flockhart', 'Mike Clarke']",https://image.tmdb.org/t/p/original/WQdxfSioBfSK6fHZxkE8feciMl.jpg
1438,Dante's Peak,7739,2.83,"['Action', 'Adventure', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0118928,https://www.themoviedb.org/movie/9619,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",1997,PG-13,108 minutes,['English'],['Roger Donaldson'],"['Pierce Brosnan', 'Linda Hamilton', 'Arabella Field', 'Jamie Renée Smith', 'Jeremy Foley', 'Elizabeth Hoffman', 'Charles Hallahan', 'Grant Heslov', 'Kirk Trutner', 'Tzi Ma', 'Brian Reddy', 'Lee Garlington', 'Bill Bolender', 'Carole Androsky', 'Peter Jason', 'Jeffrey L. Ward', 'Tim Haldeman', 'Walker Brandt', 'Hansford Rowe', 'Susie Spear Purcell', 'David Lipper', 'Heather Stephens', 'R.J. Burns', 'Tammy L. Smith', 'Christopher Murray', 'Justin Williams', 'Donna Ostrom', 'Tom Magnuson', 'Marilyn Leubner', 'Ed Stone', 'Adam William Douglas Bennett', 'Mike Butters', 'Ingo Neuhaus', 'Tod Rainey']",https://image.tmdb.org/t/p/original/mnXOfgasuAldIwmTRB0wQKJSsz4.jpg
1439,Meet Wally Sparks,374,2.32,['Comedy'],https://www.imdb.com/title/tt0119644,https://www.themoviedb.org/movie/40506,Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.,1997,R,105 minutes,"['English', 'Español']",['Peter Baldwin'],"['Rodney Dangerfield', 'Debi Mazar', 'Burt Reynolds', 'David Ogden Stiers', 'Rita McKenzie', 'Lisa Thornhill', 'Mark L. Taylor', 'Cindy Williams', 'Gilbert Gottfried', 'Tony Danza', 'Sir Mix-a-Lot', 'Julia Sweeney', 'Ron Jeremy', 'Cindy Ambuehl', 'Alan Rachins', 'Tim Allen', 'Grover Dale', 'Karen Duffy', 'Michael Weatherly', 'Glenn Walker Harris Jr.', 'Lenny Clarke', 'Ryan Tomlinson', 'Sandy Helberg', 'Carmen Filpi', 'Al Eisenmann', 'George Wallace', 'Michael Bolton', 'Barry Nolan', 'John Melendez', 'Bob Saget', 'Harry Basil', 'Nils Allen Stewart', 'Scott L. Schwartz', 'Lesley-Anne Down', 'Lewis Arquette', 'Gabrielle Carteris', 'George Hamilton', 'John Henson', 'Jay Leno', 'Sally Jessy Raphael', 'Geraldo Rivera', 'Roseanne Barr', 'Jerry Springer', 'Alana Stewart', 'Rolonda Watts', 'Morton Downey', 'Jr.', 'Michael Rooker', 'Scott McKinley', 'Rochelle Swanson']",https://image.tmdb.org/t/p/original/4S0VpCc4LNUxB7PmkHQt4n5MLlE.jpg
1440,Amos & Andrew,795,2.78,"['Action', 'Comedy']",https://www.imdb.com/title/tt0106266,https://www.themoviedb.org/movie/31000,"When Andrew Sterling, a successful black urbanite writer, buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal.",1993,PG-13,96 minutes,"['Español', 'English']",['E. Max Frye'],"['Samuel L. Jackson', 'Nicolas Cage', 'Michael Lerner', 'Margaret Colin', 'Dabney Coleman', 'Brad Dourif', 'Chelcie Ross', 'Jordan Lund', 'I.M. Hobson', 'Jeff Blumenkrantz', 'Todd Weeks', 'Jodi Long', 'Michael Burgess', 'Leonor Anthony', 'Walter Raymond', 'Giancarlo Esposito', 'Loretta Devine', 'Bob Balaban', 'Ron Taylor', 'Aimee Graham', 'Ernie Garrett', 'Tracey Walter', 'Allison Mackie', 'Eric Paisley', 'Kim Staunton']",https://image.tmdb.org/t/p/original/h9Vz7teQL1uWgourDiyFQqSzfKK.jpg
1441,Benny & Joon,7096,3.54,"['Comedy', 'Drama']",https://www.imdb.com/title/tt0106387,https://www.themoviedb.org/movie/4104,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,1993,PG,98 minutes,['English'],['Jeremiah S. Chechik'],"['Johnny Depp', 'Mary Stuart Masterson', 'Aidan Quinn', 'Julianne Moore', 'Oliver Platt', 'CCH Pounder', 'Dan Hedaya', 'Joe Grifasi', 'William H. Macy', 'Liane Curtis', 'Eileen Ryan', 'Lynette Walden', 'Waldo Larson', 'Don Hamilton', 'Leslie Laursen', 'John Grant Phillips', 'Irvin Johnson', 'Shane Nilsson', 'Faye Killebrew', 'Ramsin Amirkhas', 'Amy Alizabeth Sanford', 'Brian Keevy', 'Tony Lincoln', 'Noon Orsatti', 'Dan Kamin', 'Gregory Cook', 'Aaron Haedt']",https://image.tmdb.org/t/p/original/yTbwPaqmoxtQtTnJsqgAdnK7zp4.jpg
1442,Prefontaine,811,3.35,"['Drama', 'Romance']",https://www.imdb.com/title/tt0119937,https://www.themoviedb.org/movie/26306,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",1997,PG-13,106 minutes,['English'],['Steve James'],"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill"", 'Breckin Meyer', 'Lindsay Crouse', 'Amy Locane', 'Laurel Holloman', 'Brian McGovern', 'Kurtwood Smith', 'Adrian Amadeus', 'Laurence Ballard', 'Ryan Brewer', 'Shannon Leto', 'Robert Burke', 'Kevin Calabro', 'George Catalano', 'Wally Dalton', 'Adam Fitzhugh', 'Jim Freeman', 'Peter Anthony Jacobs', 'Eric Keenleyside', 'Stephen J. Lang', 'Eric Liddell', 'Henri Lubatti', 'Michael Patten']",https://image.tmdb.org/t/p/original/3c06ySbMeU6XiCWBgVNuqofTj1M.jpg
1443,A Tickle in the Heart,28,3.16,['Documentary'],https://www.imdb.com/title/tt0117907,https://www.themoviedb.org/movie/203829,"The retired life in Florida rescued, the Epstein brothers do again what they do best and have practiced for a lifetime music. A Tickle in the Heart captures the past, present, and future of the remarkable Epstein brothers - Max, Julie and Willie - Klezmer music legends on a joyous international comeback tour. This is a cinematic party with three of the funniest men in the show business. The Epsteins are natural performers, and their sense of life, music and family as they tour through places they love.",1996,,90 minutes,"['English', '']",['Stefan Schwietert'],[''],
1444,Guantanamera,143,3.43,"['Drama', 'Comedy', 'Romance']",https://www.imdb.com/title/tt0109949,https://www.themoviedb.org/movie/43775,"During the 'Special Period', the members of a funeral procession cross paths with truckdrivers who have to take the same route, and begin to talk about God and the world. They discover that life for both groups has many similarities, as well as a lot of differences.",1995,,105 minutes,['Español'],"['Tomás Gutiérrez Alea', 'Juan Carlos Tabío']","['Jorge Perugorría', 'Mirta Ibarra', 'Luis Alberto García', 'Carlos Cruz', 'Raúl Eguren', 'Pedro Fernández', 'Conchita Brando', 'Suset Pérez Malberti']",https://image.tmdb.org/t/p/original/vPPg4EQJWz4EisxqCH1oDjo9lrA.jpg
1445,McHale's Navy,1448,2.33,['Comedy'],https://www.imdb.com/title/tt0119640,https://www.themoviedb.org/movie/14908,"Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.",1997,PG,108 minutes,"['English', 'Español']",['Bryan Spicer'],"['Tom Arnold', 'Dean Stockwell', 'Debra Messing', 'David Alan Grier', 'Bruce Campbell', 'French Stewart', 'Tim Curry', 'Ernest Borgnine', 'Danton Stone', 'Brian Haley', 'Henry Cho', 'Tommy Chong', 'Erick Avari', 'James Hong', 'Luisa Huertas']",https://image.tmdb.org/t/p/original/nn7gsLJoGZQFnxQu6XaCXREbAn1.jpg
